,Authors,Title,Source title,Year,Affiliations,Authors with affiliations,Author Keywords
1233,Dai Y.; Wei M.; Han M.;,Existence of Periodic Waves in a Perturbed Generalized BBM Equation,International Journal of Bifurcation and Chaos,2023,"School of Mathematical Sciences, Zhejiang Normal University, Zhejiang, Jinhua, 321004, China; School of Mathematics and Quantitative Economics, Guangxi University of Finance and Economics, Guangxi, Nanning, 530003, China","Dai Y., School of Mathematical Sciences, Zhejiang Normal University, Zhejiang, Jinhua, 321004, China; Wei M., School of Mathematics and Quantitative Economics, Guangxi University of Finance and Economics, Guangxi, Nanning, 530003, China; Han M., School of Mathematical Sciences, Zhejiang Normal University, Zhejiang, Jinhua, 321004, China;",Abelian integral; BBM equation; geometric singular perturbation theory; hyper-elliptic Hamiltonian system; isolated periodic wave
1234,Wu H.Y.; Xie Z.Y.; Ji K.; Yu J.F.;,Exploring quantum phase transitions by the cross derivative of the ground state energy,New Journal of Physics,2023,"School of Physics and Electronics, Hunan University, Changsha, 410082, China; Ningbo Institute of Materials Technology and Engineering, CAS, Ningbo, 315201, China; Physics Division, National Center for Theoretical Sciences, Taipei, 10617, Taiwan; Center for Theoretical and Computational Physics, National Yang Ming Chiao Tung University, Hsinchu, 300093, Taiwan; Department of Physics, Renmin University of China, Beijing, 100872, China; Department of Physics, Shanghai Normal University, Shanghai, 200234, China","Wu H.Y., School of Physics and Electronics, Hunan University, Changsha, 410082, China, Ningbo Institute of Materials Technology and Engineering, CAS, Ningbo, 315201, China; Xie Z.Y., Department of Physics, Renmin University of China, Beijing, 100872, China; Ji K., Department of Physics, Shanghai Normal University, Shanghai, 200234, China; Yu J.F., School of Physics and Electronics, Hunan University, Changsha, 410082, China;",cross derivative of Gibbs free energy; density matrix renormalization group; Gaussian type transition; magnetism; quantum phase transition; quantum spin chain; strongly correlated systems
1235,Yu X.-M.; Deng X.; Xu J.-W.; Zheng W.; Lan D.; Zhao J.; Tan X.; Li S.-X.; Yu Y.;,Demonstrate chiral spin currents with nontrivial interactions in superconducting quantum circuit,Chinese Physics B,2023,"National Laboratory of Solid State Microstructures, School of Physics, Nanjing University, Nanjing, 210093, China","Yu X.-M., National Laboratory of Solid State Microstructures, School of Physics, Nanjing University, Nanjing, 210093, China; Deng X., National Laboratory of Solid State Microstructures, School of Physics, Nanjing University, Nanjing, 210093, China; Xu J.-W., National Laboratory of Solid State Microstructures, School of Physics, Nanjing University, Nanjing, 210093, China; Zheng W., National Laboratory of Solid State Microstructures, School of Physics, Nanjing University, Nanjing, 210093, China; Lan D., National Laboratory of Solid State Microstructures, School of Physics, Nanjing University, Nanjing, 210093, China; Zhao J., National Laboratory of Solid State Microstructures, School of Physics, Nanjing University, Nanjing, 210093, China; Tan X., National Laboratory of Solid State Microstructures, School of Physics, Nanjing University, Nanjing, 210093, China; Li S.-X., National Laboratory of Solid State Microstructures, School of Physics, Nanjing University, Nanjing, 210093, China; Yu Y., National Laboratory of Solid State Microstructures, School of Physics, Nanjing University, Nanjing, 210093, China;",chirality; superconducting qubit; time-reversal symmetry breaking
1236,Fang D.;,First-principles study of the bandgap renormalization and optical property of β-LiGaO2,Chinese Physics B,2023,"MOE Key Laboratory for Nonequilibrium Synthesis and Modulation of Condensed Matter, School of Physics, Xi’an Jiaotong University, Xi’an, 710049, China","Fang D., MOE Key Laboratory for Nonequilibrium Synthesis and Modulation of Condensed Matter, School of Physics, Xi’an Jiaotong University, Xi’an, 710049, China;",bandgap renormalization; electron-phonon coupling; first-principles calculation; optical spectrum; wide-bandgap semiconductor
1237, Wu J.;,Inter-Pass Motion Correction for Whole-Body Dynamic PET and Parametric Imaging,IEEE Transactions on Radiation and Plasma Medical Sciences,2023,"Yale University, Department of Biomedical Engineering, New Haven, 06511, CT, United States; Beijing Normal University, Center for Advanced Quantum Studies, Department of Physics, Beijing, 100875, China; Yale University, Department of Radiology and Biomedical Imaging, New Haven, 06511, CT, United States; Yale University, Department of Urology, New Haven, 06511, CT, United States; Southern Connecticut State University, Department of Mathematics, New Haven, 06515, CT, United States; Siemens Medical Solutions USA, Inc., Knoxville, 37932, TN, United States"," Wu J., Yale University, Department of Biomedical Engineering, New Haven, 06511, CT, United States, Beijing Normal University, Center for Advanced Quantum Studies, Department of Physics, Beijing, 100875, China;",Inter-pass motion correction; non-rigid registration; parametric imaging; whole-body dynamic positron emission tomography (PET)
1238,Wang M.; Huang Y.; Xiong J.; Xie W.;,Low-Light Images In-the-Wild: A Novel Visibility Perception-Guided Blind Quality Indicator,IEEE Transactions on Industrial Informatics,2023,"Shenzhen University, Guangdong Key Laboratory of Intelligent Information Processing, Shenzhen, 518060, China; Shenzhen University, College of Information and Electronics Engineering, Shenzhen, 518060, China; Nanjing University of Posts and Telecommunications, College of Telecommunications and Information Engineering, Nanjing, 210003, China; Shenzhen University, College of Computer Science and Software Engineering, Shenzhen, 518060, China","Wang M., Shenzhen University, Guangdong Key Laboratory of Intelligent Information Processing, Shenzhen, 518060, China; Huang Y., Shenzhen University, College of Information and Electronics Engineering, Shenzhen, 518060, China; Xiong J., Nanjing University of Posts and Telecommunications, College of Telecommunications and Information Engineering, Nanjing, 210003, China; Xie W., Shenzhen University, College of Computer Science and Software Engineering, Shenzhen, 518060, China;",Color sensation; low-light (LL) image quality measurement; luminosity cognition; visibility perception
1239,Chen D.; Su H.; Zeng Z.;,Geometric Renormalization Reveals the Self-Similarity of Weighted Networks,IEEE Transactions on Computational Social Systems,2023,"Huazhong University of Science and Technology, School of Artificial Intelligence and Automation, the Key Laboratory of Image Processing and Intelligent Control, Education Ministry of China, Wuhan, 430074, China","Chen D., Huazhong University of Science and Technology, School of Artificial Intelligence and Automation, the Key Laboratory of Image Processing and Intelligent Control, Education Ministry of China, Wuhan, 430074, China; Su H., Huazhong University of Science and Technology, School of Artificial Intelligence and Automation, the Key Laboratory of Image Processing and Intelligent Control, Education Ministry of China, Wuhan, 430074, China; Zeng Z., Huazhong University of Science and Technology, School of Artificial Intelligence and Automation, the Key Laboratory of Image Processing and Intelligent Control, Education Ministry of China, Wuhan, 430074, China;",Geometric renormalization (GR); self-similarity; spin-like model; weighted networks
1240,Guo T.; Guo D.;,Anharmonic phonon renormalization and two-channel thermal transport in SrTiO3 using full temperature-dependent interatomic force constant,"Physics Letters, Section A: General, Atomic and Solid State Physics",2023,"School of Foreign Languages and Literatures, Chongqing Normal University, Chongqing, 400047, China; College of Metallurgy and Materials Engineering, Chongqing University of Science and Technology, Chongqing, 401331, China","Guo T., School of Foreign Languages and Literatures, Chongqing Normal University, Chongqing, 400047, China; Guo D., College of Metallurgy and Materials Engineering, Chongqing University of Science and Technology, Chongqing, 401331, China;",Full temperature-dependent anharmonic phonon renormalization; Off-diagonal thermal conductivity; Temperature-dependent effective potential; Two-channel thermal transport; Wave-like tunneling of phonon
1241,Yan J.; Wang R.; Zhang Z.; Lyu C.; Hao X.; Yi Q.; Sun L.;,Unveiling the thermodynamic and molecular mechanisms for the separation of diethoxymethane and ethanol azeotrope by deep eutectic solvents,Journal of Molecular Liquids,2023,"State Key Laboratory of Heavy Oil Processing, College of Chemistry and Chemical Engineering, China University of Petroleum (East China), Qingdao Shandong, 266580, China","Yan J., State Key Laboratory of Heavy Oil Processing, College of Chemistry and Chemical Engineering, China University of Petroleum (East China), Qingdao Shandong, 266580, China; Wang R., State Key Laboratory of Heavy Oil Processing, College of Chemistry and Chemical Engineering, China University of Petroleum (East China), Qingdao Shandong, 266580, China; Zhang Z., State Key Laboratory of Heavy Oil Processing, College of Chemistry and Chemical Engineering, China University of Petroleum (East China), Qingdao Shandong, 266580, China; Lyu C., State Key Laboratory of Heavy Oil Processing, College of Chemistry and Chemical Engineering, China University of Petroleum (East China), Qingdao Shandong, 266580, China; Hao X., State Key Laboratory of Heavy Oil Processing, College of Chemistry and Chemical Engineering, China University of Petroleum (East China), Qingdao Shandong, 266580, China; Yi Q., State Key Laboratory of Heavy Oil Processing, College of Chemistry and Chemical Engineering, China University of Petroleum (East China), Qingdao Shandong, 266580, China; Sun L., State Key Laboratory of Heavy Oil Processing, College of Chemistry and Chemical Engineering, China University of Petroleum (East China), Qingdao Shandong, 266580, China;",COSMO-SAC model; Deep eutectic solvents; Liquid; Liquid equilibrium; Quantum chemistry calculation; Weak interactions
1242,Yi J.; Wan J.; Ye G.; Wang Y.; Ma Y.; Yan Z.; Zeng C.;,Targeted degradation of refractory organic pollutants in wastewater based on molecularly imprinted catalytic materials: Adsorption process and degradation mechanism,Separation and Purification Technology,2023,"College of Environment and Energy, South China University of Technology, Guangzhou, 510006, China; Guangdong Plant Fiber High-Valued Cleaning Utilization Engineering Technology Research Center, Guangzhou, 510006, China","Yi J., College of Environment and Energy, South China University of Technology, Guangzhou, 510006, China; Wan J., College of Environment and Energy, South China University of Technology, Guangzhou, 510006, China, Guangdong Plant Fiber High-Valued Cleaning Utilization Engineering Technology Research Center, Guangzhou, 510006, China; Ye G., College of Environment and Energy, South China University of Technology, Guangzhou, 510006, China; Wang Y., College of Environment and Energy, South China University of Technology, Guangzhou, 510006, China, Guangdong Plant Fiber High-Valued Cleaning Utilization Engineering Technology Research Center, Guangzhou, 510006, China; Ma Y., College of Environment and Energy, South China University of Technology, Guangzhou, 510006, China, Guangdong Plant Fiber High-Valued Cleaning Utilization Engineering Technology Research Center, Guangzhou, 510006, China; Yan Z., College of Environment and Energy, South China University of Technology, Guangzhou, 510006, China; Zeng C., College of Environment and Energy, South China University of Technology, Guangzhou, 510006, China;",Imprinting technique; Refractory organic pollutants; Targeted adsorption; Theoretical calculation; Weak interactions
